,User,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
265,CNN,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",Sat Jun 09 12:53:19 +0000 2018,0.0,0.119,0.763,0.119,66
266,CNN,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",Sat Jun 09 12:46:08 +0000 2018,0.6124,0.238,0.762,0.0,67
267,CNN,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,Sat Jun 09 12:31:06 +0000 2018,0.3818,0.302,0.698,0.0,68
268,CNN,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,Sat Jun 09 12:16:00 +0000 2018,0.4939,0.144,0.856,0.0,69
269,CNN,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,Sat Jun 09 12:01:03 +0000 2018,0.4576,0.214,0.786,0.0,70
270,CNN,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,Sat Jun 09 11:52:04 +0000 2018,-0.5994,0.0,0.849,0.151,71
271,CNN,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",Sat Jun 09 11:46:00 +0000 2018,0.0,0.0,1.0,0.0,72
272,CNN,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",Sat Jun 09 11:31:05 +0000 2018,-0.296,0.0,0.824,0.176,73
273,CNN,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",Sat Jun 09 11:16:00 +0000 2018,0.3612,0.122,0.878,0.0,74
274,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,Sat Jun 09 11:01:06 +0000 2018,0.765,0.329,0.526,0.145,75
275,CNN,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",Sat Jun 09 10:31:49 +0000 2018,-0.4588,0.0,0.857,0.143,76
276,CNN,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",Sat Jun 09 10:16:00 +0000 2018,0.0,0.0,1.0,0.0,77
277,CNN,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,Sat Jun 09 10:01:03 +0000 2018,0.0,0.0,1.0,0.0,78
278,CNN,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",Sat Jun 09 09:31:04 +0000 2018,0.0,0.0,1.0,0.0,79
279,CNN,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",Sat Jun 09 09:29:10 +0000 2018,0.4019,0.13,0.87,0.0,80
280,CNN,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",Sat Jun 09 09:16:00 +0000 2018,0.5859,0.223,0.703,0.074,81
281,CNN,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",Sat Jun 09 09:01:21 +0000 2018,0.0,0.0,1.0,0.0,82
282,CNN,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,Sat Jun 09 08:31:08 +0000 2018,0.0,0.0,1.0,0.0,83
283,CNN,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",Sat Jun 09 08:29:13 +0000 2018,-0.6124,0.0,0.762,0.238,84
284,CNN,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,Sat Jun 09 08:16:00 +0000 2018,0.6369,0.206,0.794,0.0,85
285,CNN,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,Sat Jun 09 08:05:06 +0000 2018,0.3612,0.16,0.751,0.089,86
286,CNN,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,Sat Jun 09 08:01:09 +0000 2018,0.0,0.0,1.0,0.0,87
287,CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",Sat Jun 09 07:46:00 +0000 2018,0.2732,0.1,0.9,0.0,88
288,CNN,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,Sat Jun 09 07:31:08 +0000 2018,0.0,0.0,1.0,0.0,89
289,CNN,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",Sat Jun 09 07:16:00 +0000 2018,0.0,0.0,1.0,0.0,90
290,CNN,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",Sat Jun 09 07:01:07 +0000 2018,-0.2732,0.0,0.896,0.104,91
291,CNN,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,Sat Jun 09 06:46:00 +0000 2018,0.0,0.0,1.0,0.0,92
292,CNN,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,Sat Jun 09 06:31:07 +0000 2018,0.0,0.0,1.0,0.0,93
293,CNN,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,Sat Jun 09 06:16:00 +0000 2018,0.2263,0.106,0.894,0.0,94
294,CNN,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,Sat Jun 09 06:01:07 +0000 2018,0.0,0.0,1.0,0.0,95
295,CNN,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,Sat Jun 09 05:46:00 +0000 2018,0.8519,0.354,0.646,0.0,96
296,CNN,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,Sat Jun 09 05:16:00 +0000 2018,0.7351,0.323,0.677,0.0,97
297,CNN,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,Sat Jun 09 05:01:04 +0000 2018,0.0258,0.058,0.942,0.0,98
298,CNN,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,Sat Jun 09 04:46:00 +0000 2018,0.4215,0.219,0.781,0.0,99
299,CNN,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",Sat Jun 09 04:31:04 +0000 2018,-0.3597,0.082,0.773,0.146,100
300,FoxNews,".@ChristopherHahn on NK summit: ""I hope @realDonaldTrump gets along better with Kim Jong Un than he did with… https://t.co/90m2HxniCb",Sun Jun 10 01:40:32 +0000 2018,0.7003,0.254,0.746,0.0,1
301,FoxNews,".@DarrellIssa: ""[@POTUS] has a great deal of common sense to know that everything we tried for 67 years doesn't wor… https://t.co/fYGu6PX2kk",Sun Jun 10 01:38:15 +0000 2018,0.6249,0.177,0.823,0.0,2
302,FoxNews,".@DarrellIssa: ""One of the challenges that other presidents faced that [@POTUS] doesn't is they wanna be seen in hi… https://t.co/2SGKqO8TQB",Sun Jun 10 01:37:20 +0000 2018,0.0772,0.064,0.936,0.0,3
303,FoxNews,".@hogangidley45 on illegal immigrant crime statistics: ""The sad part is, these crimes are 100 percent preventable.… https://t.co/Z1nEuAnR2h",Sun Jun 10 01:32:57 +0000 2018,-0.8807,0.0,0.579,0.421,4
304,FoxNews,".@hogangidley45 on illegal immigrant crime statistics: ""We are not getting the best of the best from these other co… https://t.co/Vlqp9bH3CE",Sun Jun 10 01:30:12 +0000 2018,-0.9305,0.0,0.536,0.464,5
305,FoxNews,".@hogangidley45 on @dennisrodman supporting @POTUS: ""[Dennis Rodman] knows what's best, I'll give him that, because… https://t.co/mTQsizi2LQ",Sun Jun 10 01:26:52 +0000 2018,0.7964,0.336,0.664,0.0,6
306,FoxNews,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/QHl8nHgfyM,Sun Jun 10 01:25:00 +0000 2018,0.0,0.0,1.0,0.0,7
307,FoxNews,".@hogangidley45: ""So many people on the Left hate this president more than they love this country.""  @JudgeJeanine https://t.co/UIkcGTklSc",Sun Jun 10 01:23:47 +0000 2018,0.1935,0.185,0.662,0.153,8
308,FoxNews,".@JudgeJeanine: ""@realDonaldTrump is bringing America back in front of our eyes and it's time for the unAmerican ha… https://t.co/LyLZpFj6Rn",Sun Jun 10 01:18:44 +0000 2018,0.0,0.0,1.0,0.0,9
309,FoxNews,Couple gets engaged at Trader Joe’s during ‘millennial grocery tour’ https://t.co/9NLYqzwzdz,Sun Jun 10 01:10:00 +0000 2018,0.4019,0.213,0.787,0.0,10
310,FoxNews,".@realDonaldTrump slams Canadian PM as 'dishonest and weak,' pulls back on G-7 communique endorsement https://t.co/CyHjtR10cz",Sun Jun 10 01:06:03 +0000 2018,-0.34,0.121,0.684,0.195,11
311,FoxNews,"Ahead of the North Korea summit, @VP Mike Pence said he assured Otto Warmbier's family that their son ""will not hav… https://t.co/wGvqt2XNnd",Sun Jun 10 01:03:09 +0000 2018,0.3612,0.106,0.894,0.0,12
312,FoxNews,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/ruX7CBshrg",Sun Jun 10 01:01:00 +0000 2018,-0.5106,0.0,0.769,0.231,13
313,FoxNews,#Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,Sun Jun 10 00:59:12 +0000 2018,0.3612,0.161,0.839,0.0,14
314,FoxNews,".@RepMattGaetz: ""This is Donald Trump's America. It's the Trump economy, it's roaring. People are confident, busine… https://t.co/wZMGzvhYgi",Sun Jun 10 00:48:12 +0000 2018,0.4939,0.167,0.833,0.0,15
315,FoxNews,".@RepMattGaetz: ""As Republicans, we love when @NancyPelosi talks about the economy."" @WattersWorld https://t.co/cCIxsAm8NV",Sun Jun 10 00:46:12 +0000 2018,0.6369,0.259,0.741,0.0,16
316,FoxNews,".@KellyannePolls: ""It's through the president's leadership and stewardship that @SecPompeo has been over to North K… https://t.co/CqUyx8gzuR",Sun Jun 10 00:41:22 +0000 2018,0.0,0.0,1.0,0.0,17
317,FoxNews,".@KellyannePolls: ""[President @realDonaldTrump is] very open to differing opinions and viewpoints. He's a master ne… https://t.co/z7mDmPDjMi",Sun Jun 10 00:34:42 +0000 2018,0.0,0.0,1.0,0.0,18
318,FoxNews,Jockey Mike Smith celebrates atop of Justify after winning the coveted Triple Crown at the Belmont Stakes.… https://t.co/lUG6e16WfK,Sun Jun 10 00:30:54 +0000 2018,0.7964,0.307,0.693,0.0,19
319,FoxNews,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/cF2Y1xLD4Y,Sun Jun 10 00:30:00 +0000 2018,-0.1531,0.0,0.897,0.103,20
320,FoxNews,".@jasonsehorn on national anthem protests: ""Their actual message of what they're trying to get across is being lost… https://t.co/KO4yaWJG4Y",Sun Jun 10 00:20:34 +0000 2018,-0.2263,0.0,0.905,0.095,21
321,FoxNews,"Former @NFL player @JackBrewerBSI: ""We're all Americans. We're in the same family. Families fight, families quarrel… https://t.co/hswCr90kiS",Sun Jun 10 00:12:34 +0000 2018,-0.3818,0.0,0.86,0.14,22
322,FoxNews,OPINION: Justify’s Triple Crown win brings us together to admire an uncommonly gifted horse https://t.co/4nIf9mv4Wz,Sun Jun 10 00:05:47 +0000 2018,0.7845,0.347,0.653,0.0,23
323,FoxNews,"Earlier, President @realDonaldTrump accused Canadian Prime Minister @JustinTrudeau of making ""false statements"" at… https://t.co/oUPeNM1BJv",Sun Jun 10 00:00:24 +0000 2018,-0.296,0.0,0.855,0.145,24
324,FoxNews,.@VP reassures family of Otto Warmbier ahead of North Korea summit https://t.co/t0jwuWxjHx,Sat Jun 09 23:54:29 +0000 2018,0.3612,0.185,0.815,0.0,25
325,FoxNews,.@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the… https://t.co/u1rce2rGvi,Sat Jun 09 23:32:44 +0000 2018,-0.5413,0.0,0.837,0.163,26
326,FoxNews,"Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",Sat Jun 09 23:03:37 +0000 2018,0.2263,0.091,0.909,0.0,27
327,FoxNews,"BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",Sat Jun 09 22:56:42 +0000 2018,0.5719,0.236,0.764,0.0,28
328,FoxNews,"Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",Sat Jun 09 22:52:49 +0000 2018,-0.4019,0.0,0.856,0.144,29
329,FoxNews,Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,Sat Jun 09 22:48:34 +0000 2018,0.4019,0.231,0.769,0.0,30
330,FoxNews,".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",Sat Jun 09 22:38:46 +0000 2018,0.7003,0.234,0.766,0.0,31
331,FoxNews,".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",Sat Jun 09 22:37:22 +0000 2018,0.8238,0.312,0.688,0.0,32
332,FoxNews,".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",Sat Jun 09 22:35:24 +0000 2018,0.2755,0.131,0.869,0.0,33
333,FoxNews,".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",Sat Jun 09 22:33:28 +0000 2018,0.7096,0.247,0.753,0.0,34
334,FoxNews,".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",Sat Jun 09 22:31:23 +0000 2018,-0.5859,0.113,0.609,0.278,35
335,FoxNews,".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",Sat Jun 09 22:31:09 +0000 2018,0.0,0.0,1.0,0.0,36
336,FoxNews,".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",Sat Jun 09 22:29:49 +0000 2018,0.3182,0.119,0.881,0.0,37
337,FoxNews,".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",Sat Jun 09 22:25:05 +0000 2018,0.0,0.0,1.0,0.0,38
338,FoxNews,".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",Sat Jun 09 22:22:26 +0000 2018,0.6597,0.262,0.738,0.0,39
339,FoxNews,".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",Sat Jun 09 22:15:04 +0000 2018,0.7906,0.28,0.72,0.0,40
340,FoxNews,"TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",Sat Jun 09 22:12:00 +0000 2018,0.5919,0.203,0.797,0.0,41
341,FoxNews,"SeaWorld getting rid of plastic straws, plastic bags at all US parks https://t.co/o5sCVFney1",Sat Jun 09 22:09:43 +0000 2018,0.0,0.0,1.0,0.0,42
342,FoxNews,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/D6p9iIR1QB",Sat Jun 09 22:05:43 +0000 2018,0.0,0.0,1.0,0.0,43
343,FoxNews,"Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/n3NNBJA2O7",Sat Jun 09 21:59:10 +0000 2018,0.0,0.0,1.0,0.0,44
344,FoxNews,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/kJoxSdfmxm",Sat Jun 09 21:48:00 +0000 2018,0.7351,0.237,0.763,0.0,45
345,FoxNews,OPINION: There's just one way to marry the right person (and anyone can do it) https://t.co/yqcYBoKZ8w,Sat Jun 09 21:41:00 +0000 2018,0.0,0.0,1.0,0.0,46
346,FoxNews,".@Mark_Penn on the Mueller probe: ""I think our Constitution is being stepped on."" https://t.co/WU779vQZHl",Sat Jun 09 21:39:41 +0000 2018,0.0,0.0,1.0,0.0,47
347,FoxNews,"Belmont Stakes' Triple Crown contender, start time, odds and everything else about the horse race https://t.co/6SDuqSRpPJ",Sat Jun 09 21:35:06 +0000 2018,0.128,0.091,0.909,0.0,48
348,FoxNews,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/wRY77Xrqxz",Sat Jun 09 21:32:10 +0000 2018,-0.6115,0.0,0.778,0.222,49
349,FoxNews,U.S. Markets - So far this year. https://t.co/dXBWkXeAc2,Sat Jun 09 21:28:31 +0000 2018,0.0,0.0,1.0,0.0,50
350,FoxNews,.@SteveHiltonx: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.co/ZwoJG4yXGb,Sat Jun 09 21:17:59 +0000 2018,-0.7088,0.0,0.731,0.269,51
351,FoxNews,President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un.… https://t.co/f5vz9YYXXE,Sat Jun 09 21:11:20 +0000 2018,0.0,0.0,1.0,0.0,52
352,FoxNews,"Florida woman's body found after gator attack, officials say https://t.co/5zyQqG9a32",Sat Jun 09 21:03:40 +0000 2018,-0.4767,0.0,0.744,0.256,53
353,FoxNews,".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/6cSwtVG0OG",Sat Jun 09 20:58:00 +0000 2018,0.0772,0.067,0.933,0.0,54
354,FoxNews,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",Sat Jun 09 20:53:00 +0000 2018,0.3818,0.271,0.729,0.0,55
355,FoxNews,German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the o… https://t.co/3ObHBAyhun,Sat Jun 09 20:49:26 +0000 2018,0.0,0.0,1.0,0.0,56
356,FoxNews,"Moments ago, President @realDonaldTrump praised the prime minister of Italy, @GiuseppeConteIT. https://t.co/xR842BvOcu",Sat Jun 09 20:47:39 +0000 2018,0.4939,0.225,0.775,0.0,57
357,FoxNews,".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",Sat Jun 09 20:43:46 +0000 2018,0.0,0.0,1.0,0.0,58
358,FoxNews,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",Sat Jun 09 20:42:54 +0000 2018,0.891,0.398,0.602,0.0,59
359,FoxNews,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,Sat Jun 09 20:35:30 +0000 2018,0.3612,0.161,0.839,0.0,60
360,FoxNews,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,Sat Jun 09 20:34:17 +0000 2018,0.0,0.0,1.0,0.0,61
361,FoxNews,Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,Sat Jun 09 20:12:00 +0000 2018,-0.6486,0.0,0.65,0.35,62
362,FoxNews,"At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",Sat Jun 09 20:07:00 +0000 2018,0.0,0.0,1.0,0.0,63
363,FoxNews,OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,Sat Jun 09 20:01:00 +0000 2018,0.0,0.0,1.0,0.0,64
364,FoxNews,.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,Sat Jun 09 19:55:00 +0000 2018,-0.2584,0.0,0.887,0.113,65
365,FoxNews,.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,Sat Jun 09 19:49:00 +0000 2018,0.0,0.191,0.562,0.247,66
366,FoxNews,Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,Sat Jun 09 19:42:46 +0000 2018,-0.4939,0.0,0.814,0.186,67
367,FoxNews,".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",Sat Jun 09 19:37:46 +0000 2018,0.6249,0.239,0.688,0.073,68
368,FoxNews,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,Sat Jun 09 19:29:00 +0000 2018,-0.1531,0.0,0.897,0.103,69
369,FoxNews,"David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",Sat Jun 09 19:21:16 +0000 2018,0.3182,0.095,0.905,0.0,70
370,FoxNews,".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",Sat Jun 09 19:16:27 +0000 2018,0.1655,0.07,0.93,0.0,71
371,FoxNews,Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,Sat Jun 09 19:10:00 +0000 2018,0.3612,0.263,0.737,0.0,72
372,FoxNews,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",Sat Jun 09 19:02:20 +0000 2018,-0.6249,0.0,0.745,0.255,73
373,FoxNews,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,Sat Jun 09 18:56:32 +0000 2018,-0.4215,0.183,0.495,0.322,74
374,FoxNews,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",Sat Jun 09 18:46:34 +0000 2018,-0.4767,0.0,0.838,0.162,75
375,FoxNews,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",Sat Jun 09 18:39:20 +0000 2018,-0.1531,0.0,0.897,0.103,76
376,FoxNews,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",Sat Jun 09 18:36:00 +0000 2018,-0.296,0.0,0.896,0.104,77
377,FoxNews,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,Sat Jun 09 18:34:04 +0000 2018,0.3612,0.152,0.848,0.0,78
378,FoxNews,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,Sat Jun 09 18:27:42 +0000 2018,-0.7906,0.0,0.562,0.438,79
379,FoxNews,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,Sat Jun 09 18:20:08 +0000 2018,0.0,0.0,1.0,0.0,80
380,FoxNews,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",Sat Jun 09 18:19:00 +0000 2018,0.1027,0.114,0.789,0.096,81
381,FoxNews,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",Sat Jun 09 18:16:48 +0000 2018,-0.5302,0.0,0.819,0.181,82
382,FoxNews,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,Sat Jun 09 18:14:09 +0000 2018,0.5859,0.352,0.648,0.0,83
383,FoxNews,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",Sat Jun 09 18:03:13 +0000 2018,-0.6249,0.0,0.638,0.362,84
384,FoxNews,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",Sat Jun 09 17:58:00 +0000 2018,0.4939,0.186,0.814,0.0,85
385,FoxNews,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",Sat Jun 09 17:55:11 +0000 2018,0.3612,0.116,0.884,0.0,86
386,FoxNews,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",Sat Jun 09 17:46:52 +0000 2018,0.4767,0.181,0.819,0.0,87
387,FoxNews,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,Sat Jun 09 17:36:01 +0000 2018,0.0,0.0,1.0,0.0,88
388,FoxNews,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,Sat Jun 09 17:30:45 +0000 2018,0.4404,0.215,0.667,0.118,89
389,FoxNews,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,Sat Jun 09 17:26:00 +0000 2018,0.0,0.0,1.0,0.0,90
390,FoxNews,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,Sat Jun 09 17:25:26 +0000 2018,-0.4404,0.0,0.58,0.42,91
391,FoxNews,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",Sat Jun 09 17:21:21 +0000 2018,0.0,0.0,1.0,0.0,92
392,FoxNews,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,Sat Jun 09 17:15:07 +0000 2018,0.0,0.0,1.0,0.0,93
393,FoxNews,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",Sat Jun 09 17:06:05 +0000 2018,0.0,0.0,1.0,0.0,94
394,FoxNews,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,Sat Jun 09 17:04:03 +0000 2018,-0.4588,0.0,0.8,0.2,95
395,FoxNews,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",Sat Jun 09 17:01:29 +0000 2018,0.1779,0.188,0.677,0.135,96
396,FoxNews,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",Sat Jun 09 16:55:48 +0000 2018,-0.5413,0.0,0.837,0.163,97
397,FoxNews,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",Sat Jun 09 16:55:00 +0000 2018,0.0,0.0,1.0,0.0,98
